Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_3505_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3506_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3507_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3508_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3509_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3510_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3511_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3512_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3513_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3514_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3515_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3516_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3517_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3518_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3519_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3520_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3521_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3522_,1.1,2.819e-07,0.000e+00,2.120e-08,3.031e-07
_3523_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3524_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3525_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3526_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_3527_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3528_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3529_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3530_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3531_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3532_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3533_,1.1,8.046e-07,0.000e+00,2.648e-08,8.310e-07
_3534_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3535_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3536_,1.1,6.068e-07,0.000e+00,2.621e-08,6.330e-07
_3537_,1.1,4.962e-07,0.000e+00,2.269e-08,5.189e-07
_3538_,1.1,9.131e-07,0.000e+00,3.260e-08,9.457e-07
_3539_,1.1,5.559e-07,0.000e+00,1.810e-08,5.740e-07
_3540_,1.1,1.003e-07,0.000e+00,1.435e-08,1.146e-07
_3541_,1.1,9.924e-08,0.000e+00,1.435e-08,1.136e-07
_3542_,1.1,6.142e-07,0.000e+00,2.621e-08,6.404e-07
_3543_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3544_,1.1,9.877e-08,0.000e+00,1.435e-08,1.131e-07
_3545_,1.1,5.242e-07,0.000e+00,2.864e-08,5.529e-07
_3546_,1.1,4.851e-07,0.000e+00,2.507e-08,5.102e-07
_3547_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3548_,1.1,4.962e-07,0.000e+00,2.269e-08,5.189e-07
_3549_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_3550_,1.1,5.153e-07,0.000e+00,3.340e-08,5.487e-07
_3551_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3552_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3553_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3554_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3555_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3556_,1.1,5.611e-07,0.000e+00,1.810e-08,5.793e-07
_3557_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3558_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3559_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3560_,1.1,5.053e-07,0.000e+00,2.507e-08,5.304e-07
_3561_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3562_,1.1,5.611e-07,0.000e+00,1.810e-08,5.793e-07
_3563_,1.1,3.443e-07,0.000e+00,3.631e-08,3.806e-07
_3564_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3565_,1.1,4.851e-07,0.000e+00,2.507e-08,5.102e-07
_3566_,1.1,1.219e-06,0.000e+00,2.702e-08,1.246e-06
_3567_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3568_,1.1,8.046e-07,0.000e+00,2.648e-08,8.310e-07
_3569_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3570_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
